COUNTRY_AREA_TERRITORY,ISO2,WHOREGION,ISO_YEAR,ISO_WEEK,ISOYW,INF_A,INF_B,INF_ALL,INF_NEGATIVE,PositivityRate,SEASON,Urbanisation
Australia,AU,WPR,1996,52,1996-52,1,0,1,0,0.0,Winter
Australia,AU,WPR,1997,1,1997-01,1,0,1,0,0.0,Winter
Australia,AU,WPR,1997,2,1997-02,0,0,0,0,0.0,Winter
Australia,AU,WPR,1997,3,1997-03,0,0,0,0,0.0,Winter
Australia,AU,WPR,1997,4,1997-04,0,0,0,0,0.0,Winter
Australia,AU,WPR,1997,5,1997-05,0,0,0,0,0.0,Winter
Australia,AU,WPR,1997,6,1997-06,0,0,0,0,0.0,Winter
Australia,AU,WPR,1997,7,1997-07,0,0,0,0,0.0,Winter
Australia,AU,WPR,1997,8,1997-08,0,2,2,0,0.0,Winter
Australia,AU,WPR,1997,9,1997-09,0,0,0,0,0.0,Winter
Australia,AU,WPR,1997,10,1997-10,0,0,0,0,0.0,Spring
Australia,AU,WPR,1997,11,1997-11,0,0,0,0,0.0,Spring
Australia,AU,WPR,1997,12,1997-12,0,0,0,0,0.0,Spring
Australia,AU,WPR,1997,13,1997-13,0,0,0,0,0.0,Spring
Australia,AU,WPR,1997,14,1997-14,0,0,0,0,0.0,Spring
Australia,AU,WPR,1997,15,1997-15,0,1,1,0,0.0,Spring
Australia,AU,WPR,1997,16,1997-16,0,0,0,0,0.0,Spring
Australia,AU,WPR,1997,17,1997-17,0,0,0,0,0.0,Spring
Australia,AU,WPR,1997,18,1997-18,0,0,0,0,0.0,Spring
Australia,AU,WPR,1997,19,1997-19,0,0,0,0,0.0,Spring
Australia,AU,WPR,1997,20,1997-20,0,5,5,0,0.0,Spring
Australia,AU,WPR,1997,21,1997-21,0,0,0,0,0.0,Spring
Australia,AU,WPR,1997,22,1997-22,0,2,2,0,0.0,Spring
Australia,AU,WPR,1997,23,1997-23,3,5,8,0,0.0,Summer
Australia,AU,WPR,1997,24,1997-24,2,0,2,0,0.0,Summer
Australia,AU,WPR,1997,25,1997-25,4,4,8,0,0.0,Summer
Australia,AU,WPR,1997,26,1997-26,10,6,16,0,0.0,Summer
Australia,AU,WPR,1997,27,1997-27,7,5,12,0,0.0,Summer
Australia,AU,WPR,1997,28,1997-28,8,2,10,0,0.0,Summer
Australia,AU,WPR,1997,29,1997-29,8,4,12,0,0.0,Summer
Australia,AU,WPR,1997,30,1997-30,6,1,7,0,0.0,Summer
Australia,AU,WPR,1997,31,1997-31,8,2,10,0,0.0,Summer
Australia,AU,WPR,1997,32,1997-32,5,3,8,0,0.0,Summer
Australia,AU,WPR,1997,33,1997-33,6,6,12,0,0.0,Summer
Australia,AU,WPR,1997,34,1997-34,4,5,9,0,0.0,Summer
Australia,AU,WPR,1997,35,1997-35,1,1,2,0,0.0,Summer
Australia,AU,WPR,1997,36,1997-36,1,3,4,0,0.0,Autumn
Australia,AU,WPR,1997,37,1997-37,1,0,1,0,0.0,Autumn
Australia,AU,WPR,1997,38,1997-38,1,1,2,0,0.0,Autumn
Australia,AU,WPR,1997,39,1997-39,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1997,40,1997-40,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1997,41,1997-41,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1997,42,1997-42,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1997,43,1997-43,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1997,44,1997-44,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1997,45,1997-45,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1997,46,1997-46,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1997,47,1997-47,0,1,1,0,0.0,Autumn
Australia,AU,WPR,1997,48,1997-48,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1997,49,1997-49,0,0,0,0,0.0,Winter
Australia,AU,WPR,1997,50,1997-50,0,0,0,0,0.0,Winter
Australia,AU,WPR,1997,51,1997-51,5,1,6,0,0.0,Winter
Australia,AU,WPR,1997,52,1997-52,0,0,0,0,0.0,Winter
Australia,AU,WPR,1998,1,1998-01,0,0,0,0,0.0,Winter
Australia,AU,WPR,1998,2,1998-02,0,0,0,0,0.0,Winter
Australia,AU,WPR,1998,3,1998-03,0,0,0,0,0.0,Winter
Australia,AU,WPR,1998,4,1998-04,0,0,0,0,0.0,Winter
Australia,AU,WPR,1998,5,1998-05,0,0,0,0,0.0,Winter
Australia,AU,WPR,1998,6,1998-06,0,0,0,0,0.0,Winter
Australia,AU,WPR,1998,7,1998-07,0,0,0,0,0.0,Winter
Australia,AU,WPR,1998,8,1998-08,0,0,0,0,0.0,Winter
Australia,AU,WPR,1998,9,1998-09,0,0,0,0,0.0,Winter
Australia,AU,WPR,1998,10,1998-10,0,0,0,0,0.0,Spring
Australia,AU,WPR,1998,11,1998-11,0,0,0,0,0.0,Spring
Australia,AU,WPR,1998,12,1998-12,0,0,0,0,0.0,Spring
Australia,AU,WPR,1998,13,1998-13,0,0,0,0,0.0,Spring
Australia,AU,WPR,1998,14,1998-14,0,0,0,0,0.0,Spring
Australia,AU,WPR,1998,15,1998-15,0,0,0,0,0.0,Spring
Australia,AU,WPR,1998,16,1998-16,0,0,0,0,0.0,Spring
Australia,AU,WPR,1998,17,1998-17,0,0,0,0,0.0,Spring
Australia,AU,WPR,1998,18,1998-18,1,0,1,0,0.0,Spring
Australia,AU,WPR,1998,19,1998-19,2,0,2,0,0.0,Spring
Australia,AU,WPR,1998,20,1998-20,1,0,1,0,0.0,Spring
Australia,AU,WPR,1998,21,1998-21,4,0,4,0,0.0,Spring
Australia,AU,WPR,1998,22,1998-22,7,0,7,0,0.0,Spring
Australia,AU,WPR,1998,23,1998-23,7,0,7,0,0.0,Summer
Australia,AU,WPR,1998,24,1998-24,18,0,18,0,0.0,Summer
Australia,AU,WPR,1998,25,1998-25,15,0,15,0,0.0,Summer
Australia,AU,WPR,1998,26,1998-26,21,0,21,0,0.0,Summer
Australia,AU,WPR,1998,27,1998-27,21,1,22,0,0.0,Summer
Australia,AU,WPR,1998,28,1998-28,39,0,39,0,0.0,Summer
Australia,AU,WPR,1998,29,1998-29,46,1,47,0,0.0,Summer
Australia,AU,WPR,1998,30,1998-30,38,0,38,0,0.0,Summer
Australia,AU,WPR,1998,31,1998-31,32,0,32,0,0.0,Summer
Australia,AU,WPR,1998,32,1998-32,70,0,70,0,0.0,Summer
Australia,AU,WPR,1998,33,1998-33,26,1,27,0,0.0,Summer
Australia,AU,WPR,1998,34,1998-34,33,0,33,0,0.0,Summer
Australia,AU,WPR,1998,35,1998-35,44,1,45,0,0.0,Summer
Australia,AU,WPR,1998,36,1998-36,28,0,28,0,0.0,Autumn
Australia,AU,WPR,1998,37,1998-37,18,0,18,0,0.0,Autumn
Australia,AU,WPR,1998,38,1998-38,6,0,6,0,0.0,Autumn
Australia,AU,WPR,1998,39,1998-39,1,0,1,0,0.0,Autumn
Australia,AU,WPR,1998,40,1998-40,1,1,2,0,0.0,Autumn
Australia,AU,WPR,1998,41,1998-41,1,0,1,0,0.0,Autumn
Australia,AU,WPR,1998,42,1998-42,0,1,1,0,0.0,Autumn
Australia,AU,WPR,1998,43,1998-43,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1998,44,1998-44,3,0,3,0,0.0,Autumn
Australia,AU,WPR,1998,45,1998-45,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1998,46,1998-46,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1998,47,1998-47,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1998,48,1998-48,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1998,49,1998-49,1,0,1,0,0.0,Winter
Australia,AU,WPR,1998,50,1998-50,0,0,0,0,0.0,Winter
Australia,AU,WPR,1998,51,1998-51,0,0,0,0,0.0,Winter
Australia,AU,WPR,1998,52,1998-52,1,0,1,0,0.0,Winter
Australia,AU,WPR,1998,53,1998-53,2,1,3,0,0.0,Winter
Australia,AU,WPR,1999,1,1999-01,0,0,0,0,0.0,Winter
Australia,AU,WPR,1999,2,1999-02,1,0,1,0,0.0,Winter
Australia,AU,WPR,1999,3,1999-03,1,0,1,0,0.0,Winter
Australia,AU,WPR,1999,4,1999-04,0,0,0,0,0.0,Winter
Australia,AU,WPR,1999,5,1999-05,5,0,5,0,0.0,Winter
Australia,AU,WPR,1999,6,1999-06,3,0,3,0,0.0,Winter
Australia,AU,WPR,1999,7,1999-07,2,0,2,0,0.0,Winter
Australia,AU,WPR,1999,8,1999-08,0,0,0,0,0.0,Winter
Australia,AU,WPR,1999,9,1999-09,0,0,0,0,0.0,Winter
Australia,AU,WPR,1999,10,1999-10,0,0,0,0,0.0,Spring
Australia,AU,WPR,1999,11,1999-11,0,0,0,0,0.0,Spring
Australia,AU,WPR,1999,12,1999-12,0,0,0,0,0.0,Spring
Australia,AU,WPR,1999,13,1999-13,1,2,3,0,0.0,Spring
Australia,AU,WPR,1999,14,1999-14,5,0,5,0,0.0,Spring
Australia,AU,WPR,1999,15,1999-15,0,1,1,0,0.0,Spring
Australia,AU,WPR,1999,16,1999-16,2,0,2,0,0.0,Spring
Australia,AU,WPR,1999,17,1999-17,2,1,3,0,0.0,Spring
Australia,AU,WPR,1999,18,1999-18,4,0,4,0,0.0,Spring
Australia,AU,WPR,1999,19,1999-19,15,1,16,0,0.0,Spring
Australia,AU,WPR,1999,20,1999-20,6,1,7,0,0.0,Spring
Australia,AU,WPR,1999,21,1999-21,17,1,18,0,0.0,Spring
Australia,AU,WPR,1999,22,1999-22,20,0,20,0,0.0,Spring
Australia,AU,WPR,1999,23,1999-23,23,0,23,0,0.0,Summer
Australia,AU,WPR,1999,24,1999-24,61,3,64,0,0.0,Summer
Australia,AU,WPR,1999,25,1999-25,42,5,47,0,0.0,Summer
Australia,AU,WPR,1999,26,1999-26,55,6,61,0,0.0,Summer
Australia,AU,WPR,1999,27,1999-27,68,4,72,0,0.0,Summer
Australia,AU,WPR,1999,28,1999-28,40,2,42,0,0.0,Summer
Australia,AU,WPR,1999,29,1999-29,34,5,39,0,0.0,Summer
Australia,AU,WPR,1999,30,1999-30,42,7,49,0,0.0,Summer
Australia,AU,WPR,1999,31,1999-31,18,8,26,0,0.0,Summer
Australia,AU,WPR,1999,32,1999-32,17,4,21,0,0.0,Summer
Australia,AU,WPR,1999,33,1999-33,6,8,14,0,0.0,Summer
Australia,AU,WPR,1999,34,1999-34,2,8,10,0,0.0,Summer
Australia,AU,WPR,1999,35,1999-35,6,5,11,0,0.0,Summer
Australia,AU,WPR,1999,36,1999-36,6,1,7,0,0.0,Autumn
Australia,AU,WPR,1999,37,1999-37,1,3,4,0,0.0,Autumn
Australia,AU,WPR,1999,38,1999-38,8,7,15,0,0.0,Autumn
Australia,AU,WPR,1999,39,1999-39,2,2,4,0,0.0,Autumn
Australia,AU,WPR,1999,40,1999-40,1,4,5,0,0.0,Autumn
Australia,AU,WPR,1999,41,1999-41,1,3,4,0,0.0,Autumn
Australia,AU,WPR,1999,42,1999-42,1,3,4,0,0.0,Autumn
Australia,AU,WPR,1999,43,1999-43,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1999,44,1999-44,3,0,3,0,0.0,Autumn
Australia,AU,WPR,1999,45,1999-45,1,0,1,0,0.0,Autumn
Australia,AU,WPR,1999,46,1999-46,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1999,47,1999-47,0,0,0,0,0.0,Autumn
Australia,AU,WPR,1999,48,1999-48,3,1,4,0,0.0,Autumn
Australia,AU,WPR,1999,49,1999-49,1,0,1,0,0.0,Winter
Australia,AU,WPR,1999,50,1999-50,1,0,1,0,0.0,Winter
Australia,AU,WPR,1999,51,1999-51,0,0,0,0,0.0,Winter
Australia,AU,WPR,1999,52,1999-52,1,0,1,0,0.0,Winter
Australia,AU,WPR,2000,1,2000-01,1,0,1,0,0.0,Winter
Australia,AU,WPR,2000,2,2000-02,1,0,1,0,0.0,Winter
Australia,AU,WPR,2000,3,2000-03,2,0,2,0,0.0,Winter
Australia,AU,WPR,2000,4,2000-04,1,0,1,0,0.0,Winter
Australia,AU,WPR,2000,5,2000-05,1,0,1,0,0.0,Winter
Australia,AU,WPR,2000,6,2000-06,1,0,1,0,0.0,Winter
Australia,AU,WPR,2000,7,2000-07,2,0,2,0,0.0,Winter
Australia,AU,WPR,2000,8,2000-08,0,0,0,0,0.0,Winter
Australia,AU,WPR,2000,9,2000-09,0,0,0,0,0.0,Winter
Australia,AU,WPR,2000,10,2000-10,0,0,0,0,0.0,Spring
Australia,AU,WPR,2000,11,2000-11,0,0,0,0,0.0,Spring
Australia,AU,WPR,2000,12,2000-12,0,0,0,0,0.0,Spring
Australia,AU,WPR,2000,13,2000-13,1,0,1,0,0.0,Spring
Australia,AU,WPR,2000,14,2000-14,0,0,0,0,0.0,Spring
Australia,AU,WPR,2000,15,2000-15,0,0,0,0,0.0,Spring
Australia,AU,WPR,2000,16,2000-16,1,0,1,0,0.0,Spring
Australia,AU,WPR,2000,17,2000-17,1,0,1,0,0.0,Spring
Australia,AU,WPR,2000,18,2000-18,0,0,0,0,0.0,Spring
Australia,AU,WPR,2000,19,2000-19,0,0,0,0,0.0,Spring
Australia,AU,WPR,2000,20,2000-20,1,0,1,0,0.0,Spring
Australia,AU,WPR,2000,21,2000-21,2,0,2,0,0.0,Spring
Australia,AU,WPR,2000,22,2000-22,0,0,0,0,0.0,Spring
Australia,AU,WPR,2000,23,2000-23,1,1,2,0,0.0,Summer
Australia,AU,WPR,2000,24,2000-24,3,4,7,0,0.0,Summer
Australia,AU,WPR,2000,25,2000-25,2,3,5,0,0.0,Summer
Australia,AU,WPR,2000,26,2000-26,2,2,4,0,0.0,Summer
Australia,AU,WPR,2000,27,2000-27,3,3,6,0,0.0,Summer
Australia,AU,WPR,2000,28,2000-28,9,5,14,0,0.0,Summer
Australia,AU,WPR,2000,29,2000-29,22,12,34,0,0.0,Summer
Australia,AU,WPR,2000,30,2000-30,25,12,37,0,0.0,Summer
Australia,AU,WPR,2000,31,2000-31,19,10,29,0,0.0,Summer
Australia,AU,WPR,2000,32,2000-32,21,15,36,0,0.0,Summer
Australia,AU,WPR,2000,33,2000-33,41,12,53,0,0.0,Summer
Australia,AU,WPR,2000,34,2000-34,54,18,72,0,0.0,Summer
Australia,AU,WPR,2000,35,2000-35,44,10,54,0,0.0,Summer
Australia,AU,WPR,2000,36,2000-36,36,4,40,0,0.0,Autumn
Australia,AU,WPR,2000,37,2000-37,25,7,32,0,0.0,Autumn
Australia,AU,WPR,2000,38,2000-38,10,8,18,0,0.0,Autumn
Australia,AU,WPR,2000,39,2000-39,9,6,15,0,0.0,Autumn
Australia,AU,WPR,2000,40,2000-40,16,9,25,0,0.0,Autumn
Australia,AU,WPR,2000,41,2000-41,6,4,10,0,0.0,Autumn
Australia,AU,WPR,2000,42,2000-42,3,2,5,0,0.0,Autumn
Australia,AU,WPR,2000,43,2000-43,1,1,2,0,0.0,Autumn
Australia,AU,WPR,2000,44,2000-44,1,4,5,0,0.0,Autumn
Australia,AU,WPR,2000,45,2000-45,0,1,1,0,0.0,Autumn
Australia,AU,WPR,2000,46,2000-46,0,1,1,0,0.0,Autumn
Australia,AU,WPR,2000,47,2000-47,1,0,1,0,0.0,Autumn
Australia,AU,WPR,2000,48,2000-48,3,0,3,0,0.0,Autumn
Australia,AU,WPR,2000,49,2000-49,1,0,1,0,0.0,Winter
Australia,AU,WPR,2000,50,2000-50,1,0,1,0,0.0,Winter
Australia,AU,WPR,2000,51,2000-51,0,0,0,0,0.0,Winter
Australia,AU,WPR,2000,52,2000-52,0,0,0,0,0.0,Winter
Australia,AU,WPR,2001,1,2001-01,0,2,2,0,0.0,Winter
Australia,AU,WPR,2001,2,2001-02,0,0,0,0,0.0,Winter
Australia,AU,WPR,2001,3,2001-03,0,0,0,0,0.0,Winter
Australia,AU,WPR,2001,4,2001-04,0,0,0,0,0.0,Winter
Australia,AU,WPR,2001,5,2001-05,0,0,0,0,0.0,Winter
Australia,AU,WPR,2001,6,2001-06,0,2,2,0,0.0,Winter
Australia,AU,WPR,2001,7,2001-07,0,0,0,0,0.0,Winter
Australia,AU,WPR,2001,8,2001-08,1,0,1,0,0.0,Winter
Australia,AU,WPR,2001,9,2001-09,0,0,0,0,0.0,Winter
Australia,AU,WPR,2001,10,2001-10,1,1,2,0,0.0,Spring
Australia,AU,WPR,2001,11,2001-11,1,0,1,0,0.0,Spring
Australia,AU,WPR,2001,12,2001-12,0,0,0,0,0.0,Spring
Australia,AU,WPR,2001,13,2001-13,1,0,1,0,0.0,Spring
Australia,AU,WPR,2001,15,2001-15,0,0,0,0,0.0,Spring
Australia,AU,WPR,2001,16,2001-16,0,0,0,0,0.0,Spring
Australia,AU,WPR,2001,17,2001-17,0,1,1,0,0.0,Spring
Australia,AU,WPR,2001,18,2001-18,0,0,0,0,0.0,Spring
Australia,AU,WPR,2001,19,2001-19,0,0,0,0,0.0,Spring
Australia,AU,WPR,2001,20,2001-20,2,1,3,0,0.0,Spring
Australia,AU,WPR,2001,21,2001-21,0,0,0,0,0.0,Spring
Australia,AU,WPR,2001,22,2001-22,0,0,0,0,0.0,Spring
Australia,AU,WPR,2001,23,2001-23,0,0,0,0,0.0,Summer
Australia,AU,WPR,2001,24,2001-24,1,0,1,0,0.0,Summer
Australia,AU,WPR,2001,25,2001-25,2,0,2,0,0.0,Summer
Australia,AU,WPR,2001,26,2001-26,2,0,2,0,0.0,Summer
Australia,AU,WPR,2001,27,2001-27,11,1,12,0,0.0,Summer
Australia,AU,WPR,2001,28,2001-28,4,0,4,0,0.0,Summer
Australia,AU,WPR,2001,29,2001-29,18,1,19,0,0.0,Summer
Australia,AU,WPR,2001,30,2001-30,11,1,12,0,0.0,Summer
Australia,AU,WPR,2001,31,2001-31,20,1,21,0,0.0,Summer
Australia,AU,WPR,2001,32,2001-32,18,0,18,0,0.0,Summer
Australia,AU,WPR,2001,33,2001-33,19,0,19,0,0.0,Summer
Australia,AU,WPR,2001,34,2001-34,12,1,13,0,0.0,Summer
Australia,AU,WPR,2001,35,2001-35,8,1,9,0,0.0,Summer
Australia,AU,WPR,2001,36,2001-36,4,0,4,0,0.0,Autumn
Australia,AU,WPR,2001,37,2001-37,2,1,3,0,0.0,Autumn
Australia,AU,WPR,2001,38,2001-38,0,2,2,0,0.0,Autumn
Australia,AU,WPR,2001,39,2001-39,0,3,3,0,0.0,Autumn
Australia,AU,WPR,2001,40,2001-40,0,1,1,0,0.0,Autumn
Australia,AU,WPR,2001,43,2001-43,1,0,1,0,0.0,Autumn
Australia,AU,WPR,2001,45,2001-45,1,0,1,0,0.0,Autumn
Australia,AU,WPR,2001,46,2001-46,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2001,52,2001-52,0,0,0,0,0.0,Winter
Australia,AU,WPR,2002,1,2002-01,1,0,1,0,0.0,Winter
Australia,AU,WPR,2002,2,2002-02,16,0,16,0,0.0,Winter
Australia,AU,WPR,2002,3,2002-03,0,0,0,0,0.0,Winter
Australia,AU,WPR,2002,4,2002-04,1,0,1,0,0.0,Winter
Australia,AU,WPR,2002,5,2002-05,1,1,2,0,0.0,Winter
Australia,AU,WPR,2002,6,2002-06,0,0,0,0,0.0,Winter
Australia,AU,WPR,2002,7,2002-07,1,1,2,0,0.0,Winter
Australia,AU,WPR,2002,8,2002-08,1,0,1,0,0.0,Winter
Australia,AU,WPR,2002,9,2002-09,0,0,0,0,0.0,Winter
Australia,AU,WPR,2002,10,2002-10,0,0,0,0,0.0,Spring
Australia,AU,WPR,2002,11,2002-11,5,0,5,0,0.0,Spring
Australia,AU,WPR,2002,12,2002-12,17,0,17,0,0.0,Spring
Australia,AU,WPR,2002,13,2002-13,1,1,2,0,0.0,Spring
Australia,AU,WPR,2002,14,2002-14,0,0,0,0,0.0,Spring
Australia,AU,WPR,2002,15,2002-15,0,0,0,0,0.0,Spring
Australia,AU,WPR,2002,16,2002-16,0,1,1,0,0.0,Spring
Australia,AU,WPR,2002,17,2002-17,1,1,2,0,0.0,Spring
Australia,AU,WPR,2002,18,2002-18,0,6,6,0,0.0,Spring
Australia,AU,WPR,2002,19,2002-19,1,5,6,0,0.0,Spring
Australia,AU,WPR,2002,20,2002-20,1,7,8,0,0.0,Spring
Australia,AU,WPR,2002,21,2002-21,9,14,23,0,0.0,Spring
Australia,AU,WPR,2002,22,2002-22,10,27,37,0,0.0,Spring
Australia,AU,WPR,2002,23,2002-23,17,31,48,0,0.0,Summer
Australia,AU,WPR,2002,24,2002-24,10,35,45,0,0.0,Summer
Australia,AU,WPR,2002,25,2002-25,15,18,33,0,0.0,Summer
Australia,AU,WPR,2002,26,2002-26,28,22,50,0,0.0,Summer
Australia,AU,WPR,2002,27,2002-27,42,12,54,0,0.0,Summer
Australia,AU,WPR,2002,28,2002-28,35,11,46,0,0.0,Summer
Australia,AU,WPR,2002,29,2002-29,30,7,37,0,0.0,Summer
Australia,AU,WPR,2002,30,2002-30,42,4,46,0,0.0,Summer
Australia,AU,WPR,2002,31,2002-31,28,2,30,0,0.0,Summer
Australia,AU,WPR,2002,32,2002-32,60,3,63,0,0.0,Summer
Australia,AU,WPR,2002,33,2002-33,14,0,14,0,0.0,Summer
Australia,AU,WPR,2002,34,2002-34,11,0,11,0,0.0,Summer
Australia,AU,WPR,2002,35,2002-35,10,1,11,0,0.0,Summer
Australia,AU,WPR,2002,36,2002-36,3,0,3,0,0.0,Autumn
Australia,AU,WPR,2002,37,2002-37,1,0,1,0,0.0,Autumn
Australia,AU,WPR,2002,38,2002-38,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2002,39,2002-39,6,0,6,0,0.0,Autumn
Australia,AU,WPR,2002,40,2002-40,2,0,2,0,0.0,Autumn
Australia,AU,WPR,2002,41,2002-41,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2002,42,2002-42,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2002,43,2002-43,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2002,44,2002-44,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2002,45,2002-45,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2002,46,2002-46,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2002,47,2002-47,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2002,48,2002-48,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2002,49,2002-49,0,0,0,0,0.0,Winter
Australia,AU,WPR,2002,50,2002-50,0,0,0,0,0.0,Winter
Australia,AU,WPR,2002,51,2002-51,0,0,0,0,0.0,Winter
Australia,AU,WPR,2002,52,2002-52,0,0,0,0,0.0,Winter
Australia,AU,WPR,2003,1,2003-01,1,0,1,0,0.0,Winter
Australia,AU,WPR,2003,2,2003-02,14,0,14,0,0.0,Winter
Australia,AU,WPR,2003,3,2003-03,0,0,0,0,0.0,Winter
Australia,AU,WPR,2003,4,2003-04,0,0,0,0,0.0,Winter
Australia,AU,WPR,2003,5,2003-05,0,0,0,0,0.0,Winter
Australia,AU,WPR,2003,6,2003-06,0,0,0,0,0.0,Winter
Australia,AU,WPR,2003,7,2003-07,0,0,0,0,0.0,Winter
Australia,AU,WPR,2003,8,2003-08,0,0,0,0,0.0,Winter
Australia,AU,WPR,2003,9,2003-09,1,0,1,0,0.0,Winter
Australia,AU,WPR,2003,10,2003-10,0,0,0,0,0.0,Spring
Australia,AU,WPR,2003,11,2003-11,0,0,0,0,0.0,Spring
Australia,AU,WPR,2003,12,2003-12,0,0,0,0,0.0,Spring
Australia,AU,WPR,2003,13,2003-13,0,0,0,0,0.0,Spring
Australia,AU,WPR,2003,14,2003-14,1,0,1,0,0.0,Spring
Australia,AU,WPR,2003,15,2003-15,0,0,0,0,0.0,Spring
Australia,AU,WPR,2003,16,2003-16,0,0,0,0,0.0,Spring
Australia,AU,WPR,2003,17,2003-17,0,0,0,0,0.0,Spring
Australia,AU,WPR,2003,18,2003-18,0,0,0,0,0.0,Spring
Australia,AU,WPR,2003,19,2003-19,0,0,0,0,0.0,Spring
Australia,AU,WPR,2003,20,2003-20,0,0,0,0,0.0,Spring
Australia,AU,WPR,2003,21,2003-21,0,0,0,0,0.0,Spring
Australia,AU,WPR,2003,22,2003-22,1,0,1,0,0.0,Spring
Australia,AU,WPR,2003,23,2003-23,0,0,0,0,0.0,Summer
Australia,AU,WPR,2003,24,2003-24,0,0,0,0,0.0,Summer
Australia,AU,WPR,2003,25,2003-25,1,0,1,0,0.0,Summer
Australia,AU,WPR,2003,26,2003-26,2,0,2,0,0.0,Summer
Australia,AU,WPR,2003,27,2003-27,3,0,3,0,0.0,Summer
Australia,AU,WPR,2003,28,2003-28,5,0,5,0,0.0,Summer
Australia,AU,WPR,2003,29,2003-29,13,0,13,0,0.0,Summer
Australia,AU,WPR,2003,30,2003-30,50,1,51,0,0.0,Summer
Australia,AU,WPR,2003,31,2003-31,116,0,116,0,0.0,Summer
Australia,AU,WPR,2003,32,2003-32,96,0,96,0,0.0,Summer
Australia,AU,WPR,2003,33,2003-33,100,1,101,0,0.0,Summer
Australia,AU,WPR,2003,34,2003-34,108,0,108,0,0.0,Summer
Australia,AU,WPR,2003,35,2003-35,53,0,53,0,0.0,Summer
Australia,AU,WPR,2003,36,2003-36,57,0,57,0,0.0,Autumn
Australia,AU,WPR,2003,37,2003-37,45,0,45,0,0.0,Autumn
Australia,AU,WPR,2003,38,2003-38,21,0,21,0,0.0,Autumn
Australia,AU,WPR,2003,39,2003-39,8,1,9,0,0.0,Autumn
Australia,AU,WPR,2003,40,2003-40,6,0,6,0,0.0,Autumn
Australia,AU,WPR,2003,41,2003-41,5,0,5,0,0.0,Autumn
Australia,AU,WPR,2003,42,2003-42,3,1,4,0,0.0,Autumn
Australia,AU,WPR,2003,43,2003-43,2,0,2,0,0.0,Autumn
Australia,AU,WPR,2003,44,2003-44,1,0,1,0,0.0,Autumn
Australia,AU,WPR,2003,45,2003-45,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2003,46,2003-46,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2003,47,2003-47,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2003,48,2003-48,0,0,0,0,0.0,Autumn
Australia,AU,WPR,2003,49,2003-49,0,0,0,0,0.0,Winter
Australia,AU,WPR,2003,50,2003-50,0,0,0,0,0.0,Winter
Australia,AU,WPR,2003,51,2003-51,0,0,0,0,0.0,Winter
Australia,AU,WPR,2003,52,2003-52,0,0,0,0,0.0,Winter
Australia,AU,WPR,2004,1,2004-01,0,0,0,0,0.0,Winter
Australia,AU,WPR,2004,2,2004-02,1,0,1,0,0.0,Winter
Australia,AU,WPR,2004,3,2004-03,0,0,0,0,0.0,Winter
Australia,AU,WPR,2004,4,2004-04,0,0,0,0,0.0,Winter
Australia,AU,WPR,2004,5,2004-05,1,0,1,0,0.0,Winter
Australia,AU,WPR,2004,6,2004-06,1,0,1,0,0.0,Winter
Australia,AU,WPR,2004,7,2004-07,0,0,0,0,0.0,Winter
Australia,AU,WPR,2004,8,2004-08,0,0,0,0,0.0,Winter
Australia,AU,WPR,2004,9,2004-09,0,1,1,0,0.0,Winter
Australia,AU,WPR,2004,10,2004-10,0,0,0,0,0.0,Spring
Australia,AU,WPR,2004,11,2004-11,0,0,0,0,0.0,Spring
Australia,AU,WPR,2004,12,2004-12,0,0,0,0,0.0,Spring
Australia,AU,WPR,2004,13,2004-13,0,0,0,0,0.0,Spring
Australia,AU,WPR,2004,14,2004-14,0,0,0,0,0.0,Spring
Australia,AU,WPR,2004,15,2004-15,0,0,0,0,0.0,Spring
Australia,AU,WPR,2004,16,2004-16,0,0,0,0,0.0,Spring
